,iso2,year,cases,sex,age
4208,SB,2008,17.0,m,15-24
4209,SC,1995,2.0,m,15-24
4210,SC,1996,0.0,m,15-24
4211,SC,1997,1.0,m,15-24
4212,SC,1998,0.0,m,15-24
4213,SC,2001,0.0,m,15-24
4214,SC,2002,1.0,m,15-24
4215,SC,2003,1.0,m,15-24
4216,SC,2004,0.0,m,15-24
4217,SC,2005,2.0,m,15-24
4218,SC,2008,0.0,m,15-24
4219,SD,1995,604.0,m,15-24
4220,SD,1998,1079.0,m,15-24
4221,SD,1999,1100.0,m,15-24
4222,SD,2000,1028.0,m,15-24
4223,SD,2001,1018.0,m,15-24
4224,SD,2002,1171.0,m,15-24
4225,SD,2003,1195.0,m,15-24
4226,SD,2004,1377.0,m,15-24
4227,SD,2005,1358.0,m,15-24
4228,SD,2006,1351.0,m,15-24
4229,SD,2007,1355.0,m,15-24
4230,SD,2008,1241.0,m,15-24
4231,SE,1995,5.0,m,15-24
4232,SE,1996,11.0,m,15-24
4233,SE,1997,6.0,m,15-24
4234,SE,1998,6.0,m,15-24
4235,SE,1999,13.0,m,15-24
4236,SE,2000,9.0,m,15-24
4237,SE,2001,10.0,m,15-24
4238,SE,2002,6.0,m,15-24
4239,SE,2003,8.0,m,15-24
4240,SE,2004,10.0,m,15-24
4241,SE,2005,7.0,m,15-24
4242,SE,2006,4.0,m,15-24
4243,SE,2007,7.0,m,15-24
4244,SE,2008,14.0,m,15-24
4245,SG,1995,9.0,m,15-24
4246,SG,1997,8.0,m,15-24
4247,SG,1998,9.0,m,15-24
4248,SG,1999,18.0,m,15-24
4249,SG,2000,8.0,m,15-24
4250,SG,2001,6.0,m,15-24
4251,SG,2002,14.0,m,15-24
4252,SG,2003,17.0,m,15-24
4253,SG,2004,12.0,m,15-24
4254,SG,2005,8.0,m,15-24
4255,SG,2006,7.0,m,15-24
4256,SG,2007,15.0,m,15-24
4257,SG,2008,10.0,m,15-24
4258,SI,1995,13.0,m,15-24
4259,SI,1996,5.0,m,15-24
4260,SI,1997,4.0,m,15-24
4261,SI,1998,5.0,m,15-24
4262,SI,1999,3.0,m,15-24
4263,SI,2000,3.0,m,15-24
4264,SI,2001,4.0,m,15-24
4265,SI,2002,8.0,m,15-24
4266,SI,2003,3.0,m,15-24
4267,SI,2004,5.0,m,15-24
4268,SI,2005,4.0,m,15-24
4269,SI,2006,3.0,m,15-24
4270,SI,2007,0.0,m,15-24
4271,SI,2008,3.0,m,15-24
4272,SK,1995,18.0,m,15-24
4273,SK,1996,16.0,m,15-24
4274,SK,1997,2.0,m,15-24
4275,SK,1998,5.0,m,15-24
4276,SK,1999,2.0,m,15-24
4277,SK,2000,6.0,m,15-24
4278,SK,2001,8.0,m,15-24
4279,SK,2002,4.0,m,15-24
4280,SK,2003,6.0,m,15-24
4281,SK,2004,2.0,m,15-24
4282,SK,2005,3.0,m,15-24
4283,SK,2006,8.0,m,15-24
4284,SK,2007,8.0,m,15-24
4285,SK,2008,2.0,m,15-24
4286,SL,1995,184.0,m,15-24
4287,SL,1996,249.0,m,15-24
4288,SL,1997,230.0,m,15-24
4289,SL,1998,226.0,m,15-24
4290,SL,2000,287.0,m,15-24
4291,SL,2001,268.0,m,15-24
4292,SL,2002,317.0,m,15-24
4293,SL,2003,351.0,m,15-24
4294,SL,2004,417.0,m,15-24
4295,SL,2005,490.0,m,15-24
4296,SL,2006,485.0,m,15-24
4297,SL,2007,538.0,m,15-24
4298,SM,2003,0.0,m,15-24
4299,SM,2004,0.0,m,15-24
4300,SN,1995,717.0,m,15-24
4301,SN,1996,773.0,m,15-24
4302,SN,1997,753.0,m,15-24
4303,SN,1998,781.0,m,15-24
4304,SN,1999,721.0,m,15-24
4305,SN,2000,772.0,m,15-24
4306,SN,2001,908.0,m,15-24
4307,SN,2002,815.0,m,15-24
4308,SN,2003,1005.0,m,15-24
4309,SN,2004,1085.0,m,15-24
4310,SN,2005,1050.0,m,15-24
4311,SN,2006,1124.0,m,15-24
4312,SN,2007,1053.0,m,15-24
4313,SN,2008,1274.0,m,15-24
4314,SO,1995,334.0,m,15-24
4315,SO,1996,439.0,m,15-24
4316,SO,1997,565.0,m,15-24
4317,SO,1998,541.0,m,15-24
4318,SO,1999,643.0,m,15-24
4319,SO,2000,740.0,m,15-24
4320,SO,2001,899.0,m,15-24
4321,SO,2002,922.0,m,15-24
4322,SO,2003,1054.0,m,15-24
4323,SO,2004,1228.0,m,15-24
4324,SO,2005,1343.0,m,15-24
4325,SO,2006,1377.0,m,15-24
4326,SO,2007,1239.0,m,15-24
4327,SO,2008,1273.0,m,15-24
4328,SR,1996,5.0,m,15-24
4329,SR,1997,6.0,m,15-24
4330,SR,2000,6.0,m,15-24
4331,SR,2001,2.0,m,15-24
4332,SR,2002,1.0,m,15-24
4333,SR,2003,5.0,m,15-24
4334,SR,2004,6.0,m,15-24
4335,SR,2005,7.0,m,15-24
4336,SR,2006,6.0,m,15-24
4337,ST,2000,5.0,m,15-24
4338,ST,2001,7.0,m,15-24
4339,ST,2002,7.0,m,15-24
4340,ST,2003,2.0,m,15-24
4341,ST,2004,5.0,m,15-24
4342,ST,2005,5.0,m,15-24
4343,ST,2006,5.0,m,15-24
4344,ST,2007,4.0,m,15-24
4345,ST,2008,5.0,m,15-24
4346,SV,1996,76.0,m,15-24
4347,SV,1997,86.0,m,15-24
4348,SV,1998,95.0,m,15-24
4349,SV,1999,102.0,m,15-24
4350,SV,2000,99.0,m,15-24
4351,SV,2001,101.0,m,15-24
4352,SV,2002,85.0,m,15-24
4353,SV,2003,75.0,m,15-24
4354,SV,2004,92.0,m,15-24
4355,SV,2005,97.0,m,15-24
4356,SV,2006,93.0,m,15-24
4357,SV,2007,79.0,m,15-24
4358,SV,2008,107.0,m,15-24
4359,SY,1995,332.0,m,15-24
4360,SY,1996,390.0,m,15-24
4361,SY,1997,337.0,m,15-24
4362,SY,1998,335.0,m,15-24
4363,SY,2000,359.0,m,15-24
4364,SY,2001,317.0,m,15-24
4365,SY,2002,359.0,m,15-24
4366,SY,2003,343.0,m,15-24
4367,SY,2004,318.0,m,15-24
4368,SY,2005,266.0,m,15-24
4369,SY,2006,225.0,m,15-24
4370,SY,2007,198.0,m,15-24
4371,SY,2008,170.0,m,15-24
4372,SZ,1995,59.0,m,15-24
4373,SZ,1996,39.0,m,15-24
4374,SZ,2000,130.0,m,15-24
4375,SZ,2001,180.0,m,15-24
4376,SZ,2002,94.0,m,15-24
4377,SZ,2003,120.0,m,15-24
4378,SZ,2004,152.0,m,15-24
4379,SZ,2005,162.0,m,15-24
4380,SZ,2006,187.0,m,15-24
4381,SZ,2008,231.0,m,15-24
4382,TC,2003,0.0,m,15-24
4383,TC,2006,1.0,m,15-24
4384,TD,1999,172.0,m,15-24
4385,TD,2002,90.0,m,15-24
4386,TD,2003,256.0,m,15-24
4387,TD,2004,141.0,m,15-24
4388,TD,2005,194.0,m,15-24
4389,TG,1995,95.0,m,15-24
4390,TG,1996,95.0,m,15-24
4391,TG,1998,85.0,m,15-24
4392,TG,1999,92.0,m,15-24
4393,TG,2000,101.0,m,15-24
4394,TG,2002,140.0,m,15-24
4395,TG,2003,126.0,m,15-24
4396,TG,2004,145.0,m,15-24
4397,TG,2005,177.0,m,15-24
4398,TG,2006,174.0,m,15-24
4399,TG,2007,156.0,m,15-24
4400,TG,2008,194.0,m,15-24
4401,TH,1995,1191.0,m,15-24
4402,TH,1996,1088.0,m,15-24
4403,TH,1997,864.0,m,15-24
4404,TH,1998,427.0,m,15-24
4405,TH,1999,791.0,m,15-24
4406,TH,2000,859.0,m,15-24
4407,TH,2001,1868.0,m,15-24
4408,TH,2002,1352.0,m,15-24
4409,TH,2003,1636.0,m,15-24
4410,TH,2004,1421.0,m,15-24
4411,TH,2005,1344.0,m,15-24
4412,TH,2006,1276.0,m,15-24
4413,TH,2007,1261.0,m,15-24
4414,TH,2008,1222.0,m,15-24
4415,TJ,1996,22.0,m,15-24
4416,TJ,1997,16.0,m,15-24
4417,TJ,1998,67.0,m,15-24
4418,TJ,2001,129.0,m,15-24
4419,TJ,2002,134.0,m,15-24
4420,TJ,2004,146.0,m,15-24
4421,TJ,2005,308.0,m,15-24
4422,TJ,2007,413.0,m,15-24
4423,TJ,2008,437.0,m,15-24
4424,TK,2007,0.0,m,15-24
4425,TL,2002,119.0,m,15-24
4426,TL,2003,130.0,m,15-24
4427,TL,2004,133.0,m,15-24
4428,TL,2005,136.0,m,15-24
4429,TL,2006,128.0,m,15-24
4430,TL,2007,128.0,m,15-24
4431,TL,2008,115.0,m,15-24
4432,TM,1995,11.0,m,15-24
4433,TM,1996,15.0,m,15-24
4434,TM,1997,14.0,m,15-24
4435,TM,1998,100.0,m,15-24
4436,TM,1999,129.0,m,15-24
4437,TM,2000,103.0,m,15-24
4438,TM,2001,169.0,m,15-24
4439,TM,2002,164.0,m,15-24
4440,TM,2003,148.0,m,15-24
4441,TM,2004,129.0,m,15-24
4442,TM,2005,148.0,m,15-24
4443,TM,2006,140.0,m,15-24
4444,TM,2007,176.0,m,15-24
4445,TM,2008,176.0,m,15-24
4446,TN,1998,134.0,m,15-24
4447,TN,1999,137.0,m,15-24
4448,TN,2000,139.0,m,15-24
4449,TN,2001,141.0,m,15-24
4450,TN,2002,112.0,m,15-24
4451,TN,2003,100.0,m,15-24
4452,TN,2004,100.0,m,15-24
4453,TN,2005,103.0,m,15-24
4454,TN,2006,125.0,m,15-24
4455,TN,2007,124.0,m,15-24
4456,TN,2008,130.0,m,15-24
4457,TO,1995,1.0,m,15-24
4458,TO,1996,1.0,m,15-24
4459,TO,1997,2.0,m,15-24
4460,TO,1998,2.0,m,15-24
4461,TO,1999,1.0,m,15-24
4462,TO,2001,0.0,m,15-24
4463,TO,2003,1.0,m,15-24
4464,TO,2005,2.0,m,15-24
4465,TO,2006,1.0,m,15-24
4466,TO,2007,2.0,m,15-24
4467,TO,2008,2.0,m,15-24
4468,TR,2004,50.0,m,15-24
4469,TR,2005,1148.0,m,15-24
4470,TR,2006,1212.0,m,15-24
4471,TR,2007,1091.0,m,15-24
4472,TR,2008,940.0,m,15-24
4473,TT,1995,6.0,m,15-24
4474,TT,1996,4.0,m,15-24
4475,TT,1998,9.0,m,15-24
4476,TT,1999,11.0,m,15-24
4477,TT,2000,7.0,m,15-24
4478,TT,2001,10.0,m,15-24
4479,TT,2002,8.0,m,15-24
4480,TT,2003,9.0,m,15-24
4481,TT,2005,10.0,m,15-24
4482,TT,2006,7.0,m,15-24
4483,TT,2007,10.0,m,15-24
4484,TT,2008,9.0,m,15-24
4485,TV,1995,0.0,m,15-24
4486,TV,2003,2.0,m,15-24
4487,TV,2006,1.0,m,15-24
4488,TV,2007,1.0,m,15-24
4489,TV,2008,2.0,m,15-24
4490,TZ,1995,2108.0,m,15-24
4491,TZ,1996,2176.0,m,15-24
4492,TZ,1997,2210.0,m,15-24
4493,TZ,1998,2528.0,m,15-24
4494,TZ,1999,2422.0,m,15-24
4495,TZ,2000,2357.0,m,15-24
4496,TZ,2001,2302.0,m,15-24
4497,TZ,2002,2309.0,m,15-24
4498,TZ,2003,2172.0,m,15-24
4499,TZ,2004,2216.0,m,15-24
4500,TZ,2005,2062.0,m,15-24
4501,TZ,2006,2060.0,m,15-24
4502,TZ,2007,2021.0,m,15-24
4503,TZ,2008,1963.0,m,15-24
4504,UA,1995,385.0,m,15-24
4505,UA,1996,569.0,m,15-24
4506,UA,1997,623.0,m,15-24
4507,UA,1998,687.0,m,15-24
4508,UA,1999,661.0,m,15-24
4509,UA,2000,693.0,m,15-24
4510,UA,2001,757.0,m,15-24
4511,UA,2003,850.0,m,15-24
4512,UA,2006,926.0,m,15-24
4513,UA,2007,1556.0,m,15-24
4514,UA,2008,901.0,m,15-24
4515,UG,1995,1193.0,m,15-24
4516,UG,1996,1271.0,m,15-24
4517,UG,1997,1485.0,m,15-24
4518,UG,1998,1512.0,m,15-24
4519,UG,1999,1510.0,m,15-24
4520,UG,2000,1511.0,m,15-24
4521,UG,2001,1461.0,m,15-24
4522,UG,2002,1503.0,m,15-24
4523,UG,2003,1643.0,m,15-24
4524,UG,2004,1803.0,m,15-24
4525,UG,2005,1598.0,m,15-24
4526,UG,2006,1624.0,m,15-24
4527,UG,2007,1741.0,m,15-24
4528,UG,2008,1953.0,m,15-24
4529,US,1995,355.0,m,15-24
4530,US,1996,333.0,m,15-24
4531,US,1997,330.0,m,15-24
4532,US,1998,321.0,m,15-24
4533,US,1999,331.0,m,15-24
4534,US,2000,365.0,m,15-24
4535,US,2001,320.0,m,15-24
4536,US,2002,343.0,m,15-24
4537,US,2003,365.0,m,15-24
4538,US,2004,362.0,m,15-24
4539,US,2005,383.0,m,15-24
4540,US,2006,388.0,m,15-24
4541,US,2007,414.0,m,15-24
4542,US,2008,375.0,m,15-24
4543,UY,1995,28.0,m,15-24
4544,UY,1996,34.0,m,15-24
4545,UY,1997,37.0,m,15-24
4546,UY,1998,30.0,m,15-24
4547,UY,1999,45.0,m,15-24
4548,UY,2000,36.0,m,15-24
4549,UY,2001,33.0,m,15-24
4550,UY,2002,33.0,m,15-24
4551,UY,2003,46.0,m,15-24
4552,UY,2004,38.0,m,15-24
4553,UY,2005,42.0,m,15-24
4554,UY,2006,38.0,m,15-24
4555,UY,2007,39.0,m,15-24
4556,UY,2008,49.0,m,15-24
4557,UZ,1996,96.0,m,15-24
4558,UZ,1998,6.0,m,15-24
4559,UZ,1999,429.0,m,15-24
4560,UZ,2000,351.0,m,15-24
4561,UZ,2001,390.0,m,15-24
4562,UZ,2002,330.0,m,15-24
4563,UZ,2003,487.0,m,15-24
4564,UZ,2004,512.0,m,15-24
4565,UZ,2005,596.0,m,15-24
4566,UZ,2006,568.0,m,15-24
4567,UZ,2007,569.0,m,15-24
4568,UZ,2008,515.0,m,15-24
4569,VC,2000,1.0,m,15-24
4570,VC,2005,0.0,m,15-24
4571,VC,2007,0.0,m,15-24
4572,VE,1999,378.0,m,15-24
4573,VE,2002,339.0,m,15-24
4574,VE,2003,361.0,m,15-24
4575,VE,2004,373.0,m,15-24
4576,VE,2005,312.0,m,15-24
4577,VE,2006,323.0,m,15-24
4578,VE,2007,324.0,m,15-24
4579,VE,2008,364.0,m,15-24
4580,VI,1996,0.0,m,15-24
4581,VN,1996,1994.0,m,15-24
4582,VN,1997,2162.0,m,15-24
4583,VN,1998,2441.0,m,15-24
4584,VN,1999,2254.0,m,15-24
4585,VN,2000,2367.0,m,15-24
4586,VN,2001,2756.0,m,15-24
4587,VN,2002,3250.0,m,15-24
4588,VN,2003,3475.0,m,15-24
4589,VN,2004,3486.0,m,15-24
4590,VN,2005,3408.0,m,15-24
4591,VN,2006,3761.0,m,15-24
4592,VN,2007,3587.0,m,15-24
4593,VN,2008,3401.0,m,15-24
4594,VU,1995,6.0,m,15-24
4595,VU,1996,4.0,m,15-24
4596,VU,1998,4.0,m,15-24
4597,VU,1999,0.0,m,15-24
4598,VU,2000,7.0,m,15-24
4599,VU,2001,7.0,m,15-24
4600,VU,2002,7.0,m,15-24
4601,VU,2003,2.0,m,15-24
4602,VU,2004,7.0,m,15-24
4603,VU,2005,4.0,m,15-24
4604,VU,2006,5.0,m,15-24
4605,VU,2007,3.0,m,15-24
4606,WF,1996,1.0,m,15-24
4607,WF,2003,0.0,m,15-24
4608,WF,2007,0.0,m,15-24
4609,WS,1995,1.0,m,15-24
4610,WS,1996,0.0,m,15-24
4611,WS,1997,1.0,m,15-24
4612,WS,1998,1.0,m,15-24
4613,WS,1999,1.0,m,15-24
4614,WS,2000,3.0,m,15-24
4615,WS,2001,3.0,m,15-24
4616,WS,2002,1.0,m,15-24
4617,WS,2005,4.0,m,15-24
4618,WS,2008,1.0,m,15-24
4619,YE,1995,400.0,m,15-24
4620,YE,1996,91.0,m,15-24
4621,YE,1997,307.0,m,15-24
4622,YE,1998,718.0,m,15-24
4623,YE,1999,552.0,m,15-24
4624,YE,2000,789.0,m,15-24
4625,YE,2001,695.0,m,15-24
4626,YE,2002,650.0,m,15-24
4627,YE,2003,581.0,m,15-24
4628,YE,2004,571.0,m,15-24
4629,YE,2005,493.0,m,15-24
4630,YE,2006,535.0,m,15-24
4631,YE,2007,488.0,m,15-24
4632,YE,2008,547.0,m,15-24
4633,YU,1995,108.0,m,15-24
4634,YU,1996,207.0,m,15-24
4635,YU,1997,136.0,m,15-24
4636,YU,2001,52.0,m,15-24
4637,YU,2002,37.0,m,15-24
4638,YU,2003,51.0,m,15-24
4639,YU,2004,61.0,m,15-24
4640,ZA,1999,624.0,m,15-24
4641,ZA,2000,723.0,m,15-24
4642,ZA,2001,1490.0,m,15-24
4643,ZA,2002,5147.0,m,15-24
4644,ZA,2003,10107.0,m,15-24
4645,ZA,2004,11030.0,m,15-24
4646,ZA,2005,10422.0,m,15-24
4647,ZA,2006,10498.0,m,15-24
4648,ZA,2007,10514.0,m,15-24
4649,ZA,2008,10172.0,m,15-24
4650,ZM,1995,659.0,m,15-24
4651,ZM,2000,2175.0,m,15-24
4652,ZM,2002,1013.0,m,15-24
4653,ZM,2003,1733.0,m,15-24
4654,ZM,2004,1498.0,m,15-24
4655,ZM,2005,1240.0,m,15-24
4656,ZM,2006,945.0,m,15-24
4657,ZM,2007,1235.0,m,15-24
4658,ZM,2008,1120.0,m,15-24
4659,ZW,2002,600.0,m,15-24
4660,ZW,2003,874.0,m,15-24
4661,ZW,2004,833.0,m,15-24
4662,ZW,2005,837.0,m,15-24
4663,ZW,2006,736.0,m,15-24
4664,ZW,2007,500.0,m,15-24
4665,ZW,2008,614.0,m,15-24
4666,AD,1996,0.0,m,25-34
4667,AD,1997,1.0,m,25-34
4668,AD,1999,0.0,m,25-34
4669,AD,2002,0.0,m,25-34
4670,AD,2003,0.0,m,25-34
4671,AD,2004,0.0,m,25-34
4672,AD,2005,1.0,m,25-34
4673,AD,2006,1.0,m,25-34
4674,AD,2008,0.0,m,25-34
4675,AE,1999,3.0,m,25-34
4676,AE,2000,4.0,m,25-34
4677,AE,2002,0.0,m,25-34
4678,AE,2003,8.0,m,25-34
4679,AE,2004,6.0,m,25-34
4680,AE,2006,3.0,m,25-34
4681,AE,2007,6.0,m,25-34
4682,AE,2008,1.0,m,25-34
4683,AF,1997,6.0,m,25-34
4684,AF,1998,128.0,m,25-34
4685,AF,1999,55.0,m,25-34
4686,AF,2000,183.0,m,25-34
4687,AF,2001,349.0,m,25-34
4688,AF,2002,481.0,m,25-34
4689,AF,2003,436.0,m,25-34
4690,AF,2004,568.0,m,25-34
4691,AF,2005,560.0,m,25-34
4692,AF,2006,791.0,m,25-34
4693,AF,2007,840.0,m,25-34
4694,AF,2008,773.0,m,25-34
4695,AG,1996,0.0,m,25-34
4696,AG,2000,0.0,m,25-34
4697,AG,2002,1.0,m,25-34
4698,AG,2003,1.0,m,25-34
4699,AG,2007,0.0,m,25-34
4700,AI,2004,0.0,m,25-34
4701,AL,1995,0.0,m,25-34
4702,AL,1997,43.0,m,25-34
4703,AL,1998,21.0,m,25-34
4704,AL,1999,23.0,m,25-34
4705,AL,2000,21.0,m,25-34
4706,AL,2001,18.0,m,25-34
4707,AL,2002,27.0,m,25-34
4708,AL,2003,19.0,m,25-34
4709,AL,2004,19.0,m,25-34
4710,AL,2005,21.0,m,25-34
4711,AL,2006,19.0,m,25-34
4712,AL,2007,13.0,m,25-34
4713,AL,2008,26.0,m,25-34
4714,AM,1996,100.0,m,25-34
4715,AM,1997,59.0,m,25-34
4716,AM,1998,90.0,m,25-34
4717,AM,1999,88.0,m,25-34
4718,AM,2000,130.0,m,25-34
4719,AM,2001,120.0,m,25-34
4720,AM,2002,63.0,m,25-34
4721,AM,2003,98.0,m,25-34
4722,AM,2004,72.0,m,25-34
4723,AM,2005,104.0,m,25-34
4724,AM,2006,116.0,m,25-34
4725,AM,2007,87.0,m,25-34
4726,AM,2008,103.0,m,25-34
4727,AN,1996,0.0,m,25-34
4728,AN,1997,1.0,m,25-34
4729,AN,1998,0.0,m,25-34
4730,AN,1999,1.0,m,25-34
4731,AN,2000,1.0,m,25-34
4732,AN,2001,1.0,m,25-34
4733,AN,2002,1.0,m,25-34
4734,AN,2003,2.0,m,25-34
4735,AN,2006,0.0,m,25-34
4736,AO,1995,562.0,m,25-34
4737,AO,1996,926.0,m,25-34
4738,AO,1997,1026.0,m,25-34
4739,AO,1998,950.0,m,25-34
4740,AO,1999,1237.0,m,25-34
4741,AO,2000,1003.0,m,25-34
4742,AO,2001,752.0,m,25-34
4743,AO,2002,2292.0,m,25-34
4744,AO,2003,2598.0,m,25-34
4745,AO,2004,2659.0,m,25-34
4746,AO,2005,2797.0,m,25-34
4747,AO,2006,3049.0,m,25-34
4748,AO,2007,3197.0,m,25-34
4749,AO,2008,3493.0,m,25-34
4750,AR,1996,535.0,m,25-34
4751,AR,1997,600.0,m,25-34
4752,AR,1998,571.0,m,25-34
4753,AR,1999,546.0,m,25-34
4754,AR,2000,594.0,m,25-34
4755,AR,2001,611.0,m,25-34
4756,AR,2002,658.0,m,25-34
4757,AR,2003,565.0,m,25-34
4758,AR,2004,543.0,m,25-34
4759,AR,2005,530.0,m,25-34
4760,AR,2006,484.0,m,25-34
4761,AR,2007,623.0,m,25-34
4762,AR,2008,611.0,m,25-34
4763,AS,1997,0.0,m,25-34
4764,AT,1995,95.0,m,25-34
4765,AT,1997,117.0,m,25-34
4766,AT,1999,40.0,m,25-34
4767,AT,2000,30.0,m,25-34
4768,AT,2001,27.0,m,25-34
4769,AT,2002,14.0,m,25-34
4770,AT,2003,31.0,m,25-34
4771,AT,2004,19.0,m,25-34
4772,AT,2005,23.0,m,25-34
4773,AT,2006,25.0,m,25-34
4774,AT,2007,15.0,m,25-34
4775,AU,1997,24.0,m,25-34
4776,AU,1998,22.0,m,25-34
4777,AU,1999,40.0,m,25-34
4778,AU,2000,35.0,m,25-34
4779,AU,2001,20.0,m,25-34
4780,AU,2002,20.0,m,25-34
4781,AU,2003,10.0,m,25-34
4782,AU,2004,16.0,m,25-34
4783,AU,2005,27.0,m,25-34
4784,AU,2006,35.0,m,25-34
4785,AU,2007,33.0,m,25-34
4786,AU,2008,33.0,m,25-34
4787,AZ,1995,29.0,m,25-34
4788,AZ,1996,302.0,m,25-34
4789,AZ,1997,244.0,m,25-34
4790,AZ,1998,47.0,m,25-34
4791,AZ,1999,46.0,m,25-34
4792,AZ,2000,24.0,m,25-34
4793,AZ,2002,433.0,m,25-34
4794,AZ,2003,258.0,m,25-34
4795,AZ,2004,311.0,m,25-34
4796,AZ,2005,297.0,m,25-34
4797,AZ,2006,362.0,m,25-34
4798,BA,1995,61.0,m,25-34
4799,BA,1996,48.0,m,25-34
4800,BA,1997,84.0,m,25-34
4801,BA,1998,75.0,m,25-34
4802,BA,1999,76.0,m,25-34
4803,BA,2000,82.0,m,25-34
4804,BA,2001,70.0,m,25-34
4805,BA,2002,48.0,m,25-34
4806,BA,2003,42.0,m,25-34
4807,BA,2004,79.0,m,25-34
4808,BA,2005,58.0,m,25-34
4809,BA,2006,58.0,m,25-34
4810,BA,2007,0.0,m,25-34
4811,BA,2008,35.0,m,25-34
4812,BB,2000,0.0,m,25-34
4813,BB,2001,1.0,m,25-34
4814,BB,2007,0.0,m,25-34
4815,BB,2008,1.0,m,25-34
4816,BD,1995,983.0,m,25-34
4817,BD,1996,1322.0,m,25-34
4818,BD,1997,5013.0,m,25-34
4819,BD,1998,5988.0,m,25-34
4820,BD,1999,5777.0,m,25-34
4821,BD,2000,5643.0,m,25-34
4822,BD,2001,5834.0,m,25-34
4823,BD,2002,6288.0,m,25-34
4824,BD,2003,7275.0,m,25-34
4825,BD,2004,8281.0,m,25-34
4826,BD,2005,10443.0,m,25-34
4827,BD,2006,12166.0,m,25-34
4828,BD,2007,12442.0,m,25-34
4829,BD,2008,12926.0,m,25-34
4830,BE,1995,49.0,m,25-34
4831,BE,1996,43.0,m,25-34
4832,BE,1997,45.0,m,25-34
4833,BE,1998,50.0,m,25-34
4834,BE,1999,40.0,m,25-34
4835,BE,2000,57.0,m,25-34
4836,BE,2001,40.0,m,25-34
4837,BE,2002,56.0,m,25-34
4838,BE,2003,33.0,m,25-34
4839,BE,2004,55.0,m,25-34
4840,BE,2005,50.0,m,25-34
4841,BE,2006,52.0,m,25-34
4842,BE,2007,55.0,m,25-34
4843,BE,2008,40.0,m,25-34
4844,BF,1995,133.0,m,25-34
4845,BF,1996,161.0,m,25-34
4846,BF,1997,161.0,m,25-34
4847,BF,1998,270.0,m,25-34
4848,BF,1999,247.0,m,25-34
4849,BF,2000,274.0,m,25-34
4850,BF,2001,283.0,m,25-34
4851,BF,2002,273.0,m,25-34
4852,BF,2003,313.0,m,25-34
4853,BF,2004,375.0,m,25-34
4854,BF,2005,430.0,m,25-34
4855,BF,2006,473.0,m,25-34
4856,BF,2007,442.0,m,25-34
4857,BF,2008,555.0,m,25-34
4858,BG,2000,16.0,m,25-34
4859,BG,2001,20.0,m,25-34
4860,BG,2002,86.0,m,25-34
4861,BG,2003,169.0,m,25-34
4862,BG,2004,156.0,m,25-34
4863,BG,2005,150.0,m,25-34
4864,BG,2006,146.0,m,25-34
4865,BG,2007,122.0,m,25-34
4866,BG,2008,145.0,m,25-34
4867,BH,1995,1.0,m,25-34
4868,BH,1996,25.0,m,25-34
4869,BH,1997,32.0,m,25-34
4870,BH,1998,40.0,m,25-34
4871,BH,1999,19.0,m,25-34
4872,BH,2000,3.0,m,25-34
4873,BH,2001,2.0,m,25-34
4874,BH,2002,1.0,m,25-34
4875,BH,2003,2.0,m,25-34
4876,BH,2004,0.0,m,25-34
4877,BH,2005,0.0,m,25-34
4878,BH,2006,25.0,m,25-34
4879,BH,2007,26.0,m,25-34
4880,BH,2008,48.0,m,25-34
4881,BI,1995,238.0,m,25-34
4882,BI,1996,283.0,m,25-34
4883,BI,1997,446.0,m,25-34
4884,BI,1998,527.0,m,25-34
4885,BI,1999,566.0,m,25-34
4886,BI,2001,559.0,m,25-34
4887,BI,2002,470.0,m,25-34
4888,BI,2003,572.0,m,25-34
4889,BI,2004,674.0,m,25-34
4890,BI,2005,591.0,m,25-34
4891,BI,2006,600.0,m,25-34
4892,BI,2007,637.0,m,25-34
4893,BI,2008,684.0,m,25-34
4894,BJ,1995,352.0,m,25-34
4895,BJ,1996,348.0,m,25-34
4896,BJ,1997,376.0,m,25-34
4897,BJ,1998,367.0,m,25-34
4898,BJ,1999,444.0,m,25-34
4899,BJ,2000,428.0,m,25-34
4900,BJ,2002,489.0,m,25-34
4901,BJ,2003,504.0,m,25-34
4902,BJ,2004,529.0,m,25-34
4903,BJ,2005,595.0,m,25-34
4904,BJ,2006,624.0,m,25-34
4905,BJ,2008,604.0,m,25-34
4906,BM,2004,0.0,m,25-34
4907,BN,1999,42.0,m,25-34
4908,BN,2000,4.0,m,25-34
4909,BN,2002,15.0,m,25-34
4910,BN,2003,25.0,m,25-34
4911,BN,2004,13.0,m,25-34
4912,BN,2005,19.0,m,25-34
4913,BN,2006,11.0,m,25-34
4914,BN,2007,10.0,m,25-34
4915,BN,2008,10.0,m,25-34
4916,BO,1996,887.0,m,25-34
4917,BO,1997,792.0,m,25-34
4918,BO,1998,885.0,m,25-34
4919,BO,1999,862.0,m,25-34
4920,BO,2000,797.0,m,25-34
4921,BO,2001,761.0,m,25-34
4922,BO,2002,787.0,m,25-34
4923,BO,2003,742.0,m,25-34
4924,BO,2004,750.0,m,25-34
4925,BO,2005,725.0,m,25-34
4926,BO,2006,699.0,m,25-34
4927,BO,2007,604.0,m,25-34
4928,BO,2008,734.0,m,25-34
4929,BR,1999,5401.0,m,25-34
4930,BR,2000,11568.0,m,25-34
4931,BR,2001,5536.0,m,25-34
4932,BR,2002,5890.0,m,25-34
